nleaves	celltype	comp
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L5/6 NP	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
0	L6b	mouse.marmoset
